Ticker,Short Name,Market Cap,Rank(Current Market Cap),Market Cap,Price:D-1,P/E,Total Return YTD,Industry Sector,Industry Group,INDUSTRY_SUBGROUP,cap,shares
BHVN US Equity,BIOHAVEN PHARMAC,3.87B,1228,3.87B,66.19,--,21.58,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3712109080,58532152
DBEF US Equity,XTRACKERS MSCI E,3.70B,1273,3.70B,30.33,--,-9.1,Funds,Equity Fund,International Equity,3707276855,122150800
ICUI US Equity,ICU MEDICAL,3.85B,1237,3.85B,184.79,29.35,-1.25,"Consumer, Non-cyclical",Healthcare-Products,Disposable Medical Prod,3702543163,20832404
CCXI US Equity,CHEMOCENTRYX INC,3.75B,1264,3.75B,55.35,--,39.95,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3692932298,67772661
WMS US Equity,ADVANCED DRAINAG,3.48B,1324,3.48B,49.89,32.34,28.99,Industrial,Metal Fabricate/Hardware,Steel Pipe&Tube,3690134213,69546442
RLAY US Equity,RELAY THERAPEUTI,3.40B,1349,3.40B,37.84,--,--,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3686702937,89875742
PAG US Equity,PENSKE AUTOMOTIV,3.72B,1268,3.72B,46.31,11.86,-7.05,"Consumer, Cyclical",Retail,Retail-Automobile,3681076117,80337759
BAND US Equity,BANDWIDTH INC-A,3.72B,1269,3.72B,153.75,--,140.05,Technology,Software,Computer Software,3680471614,20669553
SPTM US Equity,SPDR PORT 1500,3.66B,1280,3.66B,40.66,--,3.23,Funds,Equity Fund,Growth & Income,3677165039,89950216
ADC US Equity,AGREE REALTY,3.70B,1272,3.70B,68.79,41.95,-0.15,Financial,REITS,REITS-Single Tenant,3675332934,53851032
UFPI US Equity,UFP INDUSTRIES I,3.73B,1266,3.73B,61.06,18.83,28.7,Industrial,Building Materials,Bldg Prod-Wood,3673209319,61169181
DOC US Equity,PHYSICIANS REALT,3.67B,1278,3.67B,18.1,59.52,-0.2,Financial,REITS,REITS-Health Care,3670377814,202559482
VAC US Equity,MARRIOTT VACATIO,3.60B,1295,3.60B,87.77,31.19,-31.45,"Consumer, Cyclical",Entertainment,Resorts/Theme Parks,3666902394,41058139
SSB US Equity,SOUTH STATE CORP,3.68B,1276,3.68B,51.92,20.24,-39.24,Financial,Banks,Commer Banks-Southern US,3666403627,70916898
AAN US Equity,AARON'S INC,3.62B,1290,3.62B,53.88,15.07,-5.36,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment,3646403759,67140559
ASGN US Equity,ASGN INC,3.62B,1289,3.62B,68.95,17.62,-2.85,"Consumer, Non-cyclical",Commercial Services,Human Resources,3642975000,52500000
UNF US Equity,UNIFIRST CORP/MA,3.64B,1283,3.64B,192.94,24.42,-4.22,"Consumer, Cyclical",Textiles,Linen Supply&Rel Items,3636050854,15248511
RXN US Equity,REXNORD CORP,3.58B,1302,3.58B,29.7,20.48,-8.48,Industrial,Metal Fabricate/Hardware,Metal Processors&Fabrica,3620950991,120658147
NVST US Equity,ENVISTA HOLDINGS,3.67B,1277,3.67B,23.01,13.98,-22.37,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,3619832494,159393769
VCR US Equity,VANGUARD CN DI E,3.60B,1297,3.60B,224.2,--,18.9,Funds,Equity Fund,Value,3614221436,16060352
WSC US Equity,WILLSCOT MOBILE,3.59B,1300,3.59B,15.74,57.02,-14.87,Industrial,Engineering&Construction,Building&Construct-Misc,3611930810,227882070
AXS US Equity,AXIS CAPITAL,3.62B,1288,3.62B,42.98,--,-26.17,Financial,Insurance,Reinsurance,3610011053,84306657
WAL US Equity,WESTERN ALLIANCE,3.66B,1279,3.66B,36.3,8.39,-35.5,Financial,Banks,Commer Banks-Western US,3608925737,100836148
FOUR US Equity,SHIFT4 PAYMENT-A,3.26B,1376,3.26B,39.41,--,--,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,3607681619,23324996
VPL US Equity,VANGUARD FTSE PA,3.59B,1299,3.59B,66.04,--,-4.73,Funds,Equity Fund,Region Fnd-Asian Pacific,3601903564,54409422
ACIW US Equity,ACI WORLDWIDE IN,3.30B,1365,3.30B,28.43,40.41,-24.96,Technology,Software,Enterprise Software/Serv,3601074361,116388958
BOND US Equity,PIMCO ACTIVE BON,3.60B,1296,3.60B,113.07,--,6.66,Funds,Debt Fund,Govt/Corp Intermediate,3599336426,31830000
PVH US Equity,PVH CORP,3.64B,1285,3.64B,51.18,--,-51.27,"Consumer, Cyclical",Apparel,Apparel Manufacturers,3598130111,71039094
POWI US Equity,POWER INTEGRATIO,3.62B,1287,3.62B,121.28,47.84,23.12,Technology,Semiconductors,Semicon Compo-Intg Circu,3595724220,29887160
CARG US Equity,CARGURUS INC,3.46B,1331,3.46B,30.7,82.89,-12.73,Communications,Internet,E-Commerce/Services,3592620169,93000322
ESGE US Equity,ISHARES ESG MSCI,3.58B,1304,3.58B,36.18,--,1.37,Funds,Equity Fund,Unclassified,3590393066,99100000
BKH US Equity,BLACK HILLS CORP,3.56B,1306,3.56B,56.66,15.36,-26.71,Utilities,Electric,Electric-Integrated,3590288069,62745335
HPP US Equity,HUDSON PACIFIC P,3.54B,1309,3.54B,23.1,53.23,-37.26,Financial,REITS,REITS-Office Property,3585532672,153358968
SLG US Equity,SL GREEN REALTY,3.57B,1305,3.57B,47.18,39.51,-47.06,Financial,REITS,REITS-Office Property,3584743919,74730000
CLH US Equity,CLEAN HARBORS,3.54B,1308,3.54B,63.68,30.81,-25.74,Industrial,Environmental Control,Hazardous Waste Disposal,3556947441,55638158
IEUR US Equity,ISHA CORE EUROPE,3.55B,1307,3.55B,45.51,--,-7.47,Funds,Equity Fund,Unclassified,3554459961,78000000
SRC US Equity,SPIRIT REALTY,3.59B,1301,3.59B,34.8,38.39,-26.26,Financial,REITS,REITS-Single Tenant,3547774105,103043105
GLDM US Equity,SPDR GOLD MINISH,3.54B,1311,3.54B,20.31,--,34.15,Funds,Commodity Fund,Unclassified,3544210938,172300000
PSN US Equity,PARSONS CORP,3.58B,1303,3.58B,35.52,51.39,-13.95,Technology,Computers,Computer Services,3542487101,100724683
BRX US Equity,BRIXMOR PROPERTY,3.45B,1335,3.45B,11.64,16.1,-43.42,Financial,REITS,REITS-Shopping Centers,3534056226,296481227
WWE US Equity,WORLD WRESTLIN-A,3.52B,1317,3.52B,45.26,26.78,-29.78,Communications,Media,Television,3533086494,46688010
VICR US Equity,VICOR CORP,3.61B,1292,3.61B,83.8,437.41,79.37,Industrial,Electrical Compo&Equip,Power Conv/Supply Equip,3529944850,31305645
SUB US Equity,ISHARES SHORT-TE,3.53B,1315,3.53B,108.37,--,2.32,Funds,Debt Fund,Municipal,3528420166,32550000
BXMT US Equity,BLACKSTONE MOR-A,3.53B,1313,3.53B,24.03,27.02,-31.67,Financial,REITS,REITS-Mortgage,3527358024,146197290
FXI US Equity,ISHARES CHINA LA,3.51B,1318,3.51B,42.82,--,-1.03,Funds,Equity Fund,Country Fund-China,3522269775,82200000
HL US Equity,HECLA MINING CO,3.38B,1353,3.38B,6.42,--,89.69,Basic Materials,Mining,Precious Metals,3516359742,528775901
PRLB US Equity,PROTO LABS INC,3.60B,1298,3.60B,134.74,60.51,32.68,Industrial,Miscellaneous Manufactur,Rubber/Plastic Products,3512179180,26706556
UBSI US Equity,UNITED BANKSHS,3.52B,1316,3.52B,27.16,12.78,-27.64,Financial,Banks,Commer Banks-Southern US,3500151780,129755395
PRSP US Equity,PERSPECTA INC,3.51B,1319,3.51B,21.82,37.94,-17.03,Technology,Computers,Computer Services,3498941885,160649306
UNM US Equity,UNUM GROUP,3.64B,1284,3.64B,17.89,3.23,-35.81,Financial,Insurance,Life/Health Insurance,3495073244,203556974
FEYE US Equity,FIREEYE INC,3.46B,1330,3.46B,15.34,--,-7.2,Communications,Internet,Internet Security,3494451893,225521258
IYR US Equity,ISHARES US REAL,3.49B,1323,3.49B,81.7,--,-10.84,Funds,Equity Fund,Sector Fund-Real Estate,3493102539,42750000
SDC US Equity,SMILEDIRECTCLUB,3.61B,1293,3.61B,9.37,--,7.21,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,3484865165,108613088
XRX US Equity,XEROX HOLDINGS C,3.43B,1342,3.43B,16.12,6.44,-54.94,Technology,Office/Business Equip,Office Automation&Equip,3479794420,212831463
PLUG US Equity,PLUG POWER INC,3.03B,1431,3.03B,9.33,--,195.25,Energy,Energy-Alternate Sources,Energy-Alternate Sources,3479564466,324283734
GUNR US Equity,FLEXSHARES GLOBA,3.47B,1328,3.47B,30.26,--,-7.93,Funds,Equity Fund,Undefined Equity,3474075439,115150001
KWR US Equity,QUAKER CHEMICAL,3.63B,1286,3.63B,204,61.86,24.88,Basic Materials,Chemicals,Chemicals-Diversified,3466473269,17799606
AWI US Equity,ARMSTRONG WORLD,3.43B,1340,3.43B,71.75,18.05,-23.09,Industrial,Building Materials,Bldg&Construct Prod-Misc,3460711117,47859371
SOXX US Equity,ISHARES PHLX SEM,3.45B,1337,3.45B,299.69,--,20.02,Funds,Equity Fund,Sector Fund-Technology,3459571533,11550000
SJNK US Equity,SPDR ST HY BOND,3.45B,1333,3.45B,25.94,--,-0.32,Funds,Debt Fund,Corp/Pref-High Yield,3459330078,133000000
CNNE US Equity,CANNAE HOLDINGS,3.54B,1310,3.54B,38.63,2.37,3.87,"Consumer, Cyclical",Retail,Retail-Restaurants,3459124764,91656724
HAIN US Equity,HAIN CELESTIAL,3.47B,1327,3.47B,34.04,37.1,31.15,"Consumer, Non-cyclical",Food,Food-Misc/Diversified,3453188144,101954182
XLB US Equity,SPDR-MATERIALS,3.45B,1334,3.45B,61.76,--,1.82,Funds,Equity Fund,Undefined Equity,3451609131,56123725
ARD US Equity,ARDAGH GROUP SA,3.47B,1326,3.47B,14.7,--,-23.2,Industrial,Packaging&Containers,Containers-Metal/Glass,3446081677,18660768
IDV US Equity,ISHARES INTERNAT,3.44B,1339,3.44B,26.11,--,-18.39,Funds,Equity Fund,Growth & Income,3445214600,131950000
EXP US Equity,EAGLE MATERIALS,3.49B,1322,3.49B,83.64,12.02,-7.6,Industrial,Building Materials,Bldg Prod-Cement/Aggreg,3444926430,41756684
SF US Equity,STIFEL FINANCIAL,3.46B,1332,3.46B,50.49,8.53,-16.19,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,3440695996,68485191
NVG US Equity,NUV AMTFR CRED,3.43B,1344,3.43B,16.01,--,-1.05,Financial,Closed-end Funds,Closed-end Funds,3430998291,213370543
GBCI US Equity,GLACIER BANCORP,3.45B,1336,3.45B,36.17,15.14,-19.64,Financial,Banks,Commer Banks-Western US,3428047562,95409061
CLDR US Equity,CLOUDERA INC,3.50B,1320,3.50B,11.86,--,1.98,Technology,Software,Computer Software,3417678533,295391403
PNM US Equity,PNM RESOURCES,3.36B,1358,3.36B,42.16,17.93,-15.75,Utilities,Electric,Electric-Integrated,3412361252,79653624
SVMK US Equity,SVMK INC,3.49B,1321,3.49B,25.31,--,41.63,Technology,Software,Enterprise Software/Serv,3408944572,138069849
SCHR US Equity,SCHWAB INTERMEDI,3.41B,1348,3.41B,58.89,--,8.44,Funds,Debt Fund,Govt/Agency-Inter Term,3407943604,57850000
CR US Equity,CRANE CO,3.41B,1347,3.41B,58.78,12.33,-31.03,Industrial,Machinery-Diversified,Machinery-General Indust,3407837674,58025501
CRI US Equity,CARTER'S INC,3.53B,1314,3.53B,80.86,18.39,-25.54,"Consumer, Cyclical",Apparel,Apparel Manufacturers,3406590774,43635081
WPX US Equity,WPX ENERGY,3.53B,1312,3.53B,6.3,20.34,-54.15,Energy,Oil&Gas,Oil Comp-Explor&Prodtn,3405203922,560989114
HXL US Equity,HEXCEL CORP,3.35B,1359,3.35B,40.12,16.33,-45.15,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,3402025640,83505784
MOAT US Equity,VANECK WIDE MOAT,3.40B,1350,3.40B,54.46,--,-0.58,Funds,Equity Fund,Growth & Income,3401468994,62550000
LPX US Equity,LOUISIANA-PACIFI,3.46B,1329,3.46B,30.85,35.72,5.21,Industrial,Building Materials,Bldg&Construct Prod-Misc,3400646422,112306685
RAMP US Equity,LIVERAMP HOLDING,3.24B,1381,3.24B,49.41,--,2.79,"Consumer, Non-cyclical",Commercial Services,Commercial Services,3390973996,65602128
BBIO US Equity,BRIDGEBIO PHARMA,3.36B,1356,3.36B,27.7,--,-20.97,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3380154277,121369992
TENB US Equity,TENABLE HOLDINGS,3.43B,1343,3.43B,33.91,--,41.53,Technology,Computers,Computer Data Security,3374612996,101127150
AJRD US Equity,AEROJET ROCKETDY,3.41B,1346,3.41B,43.42,37.83,-4.91,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,3374425252,78621278
TFI US Equity,SPDR NUV MUNI BD,3.37B,1354,3.37B,52.56,--,5.14,Funds,Debt Fund,Municipal,3371646484,64051036
SOGO US Equity,SOGOU INC-ADR,3.38B,1352,3.38B,8.69,57.87,90.99,Communications,Internet,Internet Content-Info/Ne,3358637050,109973265
DNLI US Equity,DENALI THERAPEUT,2.45B,1610,2.45B,23.24,--,33.41,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3344188242,105628182
GTES US Equity,GATES INDUSTRIAL,3.43B,1341,3.43B,11.8,43.32,-14.24,Industrial,Machinery-Diversified,Machinery-General Indust,3343700003,290756522
CC US Equity,CHEMOURS CO,3.41B,1345,3.41B,20.79,50.3,19.3,Basic Materials,Chemicals,Chemicals-Specialty,3332434875,164240260
NAV US Equity,NAVISTAR INTL,3.38B,1351,3.38B,33.98,15.71,17.42,"Consumer, Cyclical",Auto Manufacturers,Auto-Med&Heavy Duty Trks,3331408350,99504431
NEWR US Equity,NEW RELIC INC,3.36B,1357,3.36B,55.77,--,-15.13,Technology,Software,Enterprise Software/Serv,3323058654,60243993
NRZ US Equity,NEW RESIDENT,3.31B,1364,3.31B,7.96,--,-49.43,Financial,REITS,REITS-Diversified,3321798699,415744518
FIXD US Equity,FT TCW OPP FI,3.31B,1363,3.31B,55.72,--,8.64,Funds,Debt Fund,Unclassified,3311136719,59350002
SIGI US Equity,SELECT INS GRP,3.28B,1372,3.28B,54.79,15.47,-15.26,Financial,Insurance,Property/Casualty Ins,3302824107,59812099
ADCT US Equity,ADC THERAPEUTICS,3.61B,1294,3.61B,51.03,--,--,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3302634752,70659708
LXP US Equity,LEXINGTON REALTY,3.28B,1369,3.28B,11.89,103.57,14.29,Financial,REITS,REITS-Diversified,3299219662,276780173
BCPC US Equity,BALCHEM CORP,3.29B,1367,3.29B,101.78,37.36,0.15,Basic Materials,Chemicals,Chemicals-Specialty,3298245515,32348426
SRNE US Equity,SORRENTO THERAPE,3.34B,1360,3.34B,13.78,--,307.84,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3293981781,242026582
TX US Equity,TERNIUM SA-ADR,3.14B,1395,3.14B,15.98,16.35,-27.36,Basic Materials,Iron/Steel,Steel-Producers,3284227446,196307677
LAZ US Equity,LAZARD LTD-CL A,3.28B,1371,3.28B,31.22,10.6,-19.61,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,3273319460,104981381
AM US Equity,ANTERO MIDSTREAM,3.27B,1373,3.27B,6.87,4.86,8.09,Energy,Pipelines,Pipelines,3269455818,476597058
KSS US Equity,KOHLS CORP,3.29B,1368,3.29B,20.83,19.62,-57.42,"Consumer, Cyclical",Retail,Retail-Regnl Dept Store,3268306662,157736808
BLKB US Equity,BLACKBAUD INC,3.17B,1392,3.17B,63.95,104.68,-19.52,Technology,Software,Enterprise Software/Serv,3264522442,49575132
VIAV US Equity,VIAVI SOLUTIONS,3.25B,1377,3.25B,14.26,81.2,-4.93,Communications,Telecommunications,Telecommunication Equip,3260015316,227973099
AMG US Equity,AFFIL MANAGERS,3.29B,1366,3.29B,70.73,28.17,-16.19,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,3255922625,46553083
ENR US Equity,ENERGIZER HOLDIN,3.12B,1402,3.12B,45.55,17.91,-8.13,Industrial,Electrical Compo&Equip,Batteries/Battery Sys,3249783412,68517466
EMLC US Equity,VANECK EM LCL BD,3.25B,1378,3.25B,31.47,--,-4.37,Funds,Debt Fund,Emerging Market-Debt,3245403564,103422682
TOTL US Equity,SPDR DBL TR ETF,3.25B,1379,3.25B,49.87,--,3.54,Funds,Debt Fund,Unclassified,3244694092,65050000
AMKR US Equity,AMKOR TECH INC,3.31B,1362,3.31B,13.72,12.21,5.54,Technology,Semiconductors,Electronic Compo-Semicon,3236765706,241369553
VSLR US Equity,VIVINT SOLAR INC,3.21B,1387,3.21B,25.57,--,252.2,Energy,Energy-Alternate Sources,Energy-Alternate Sources,3234439929,125414499
MTZ US Equity,MASTEC INC,3.28B,1370,3.28B,44.49,10.85,-30.66,Industrial,Engineering&Construction,Building-Heavy Construct,3227330830,73818180
AL US Equity,AIR LEASE C,3.22B,1383,3.22B,28.36,4.93,-39.45,Financial,Diversified Finan Serv,Finance-Leasing Compan,3223356407,113778906
SAIA US Equity,SAIA INC,3.27B,1374,3.27B,124.98,29.9,34.21,Industrial,Transportation,Transport-Truck,3214475795,26148831
SEB US Equity,SEABOARD CORP,3.18B,1390,3.18B,2741.26,25.32,-35.42,"Consumer, Non-cyclical",Food,Food-Flour&Grain,3214208659,1160779
INO US Equity,INOVIO PHARMACEU,3.44B,1338,3.44B,21.79,--,560.3,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3214100849,158096451
GBIL US Equity,GOLDMAN SACHS AC,3.21B,1386,3.21B,100.45,--,0.8,Funds,Debt Fund,Unclassified,3214080078,32000000
WNS US Equity,WNS HOLDINGS-ADR,3.16B,1393,3.16B,63.35,31.39,-4.23,Technology,Computers,Computer Services,3210708316,49809313
KBR US Equity,KBR INC,3.37B,1355,3.37B,23.65,19.32,-21.72,Industrial,Engineering&Construction,Engineering/R&D Services,3210218312,142296911
IGF US Equity,ISHARES GLOBAL I,3.20B,1388,3.20B,39.76,--,-16.08,Funds,Equity Fund,Sector Fund-Utility,3203199219,80100000
PZZA US Equity,PAPA JOHN'S INTL,3.22B,1385,3.22B,99.14,80.75,57.97,"Consumer, Cyclical",Retail,Retail-Restaurants,3200371072,32814222
ROLL US Equity,RBC BEARINGS INC,3.17B,1391,3.17B,127.85,25.31,-19.26,Industrial,Metal Fabricate/Hardware,Metal Processors&Fabrica,3185345637,25071591
OZK US Equity,BANK OZK,3.24B,1380,3.24B,25.14,12.11,-14.74,Financial,Banks,Commer Banks-Southern US,3185232491,128956781
PTCT US Equity,PTC THERAPEUTICS,3.32B,1361,3.32B,48.97,--,1.96,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,3183405122,67703214
KBH US Equity,KB HOME,3.09B,1413,3.09B,34.1,10.19,0.35,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,3172973944,90527074
NARI US Equity,INARI MEDICAL IN,3.12B,1406,3.12B,64.68,--,--,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,3158732199,48180784
PS US Equity,PLURALSIGHT IN-A,3.23B,1382,3.23B,22.36,--,29.92,Technology,Software,Enterprise Software/Serv,3155134819,111924698
RXT US Equity,RACKSPACE TECHNO,3.26B,1375,3.26B,16.39,--,--,Technology,Computers,Computer Services,3145106636,199057382
JBT US Equity,JOHN BEAN TECH,3.18B,1389,3.18B,100.29,20.31,-10.76,Industrial,Miscellaneous Manufactur,Miscellaneous Manufactur,3133184536,31728451
NAD US Equity,NUV QUL MUNI INC,3.13B,1398,3.13B,14.73,--,3.68,Financial,Closed-end Funds,Closed-end Funds,3132405762,211649042
SR US Equity,SPIRE INC,3.14B,1394,3.14B,61,42.31,-25.55,Utilities,Gas,Gas-Distribution,3122923840,51482424
FINN US Equity,FIRST NAT OF NEB,3.12B,1404,3.12B,9900,35.97,-11.09,Financial,Banks,Commer Banks-Central US,3118500000,315000
NSA US Equity,NATIONAL STORAGE,3.14B,1396,3.14B,31.73,--,-3.54,Financial,REITS,REITS-Storage,3114847285,68143770
FNDE US Equity,SCHW EM L/C,3.11B,1407,3.11B,24.97,--,-15.81,Funds,Equity Fund,Emerging Market-Equity,3111261963,124600000
NVT US Equity,NVENT ELECTRIC,3.12B,1405,3.12B,18.34,17.15,-26.42,Industrial,Electronics,Electronic Compo-Misc,3109711424,169929586
SBRA US Equity,SABRA HEALTH CAR,3.01B,1435,3.01B,14.65,20.22,-28.11,Financial,REITS,REITS-Health Care,3108077482,205560680
SPTS US Equity,SPDR-PORT S/T T,3.10B,1410,3.10B,30.72,--,3.13,Funds,Debt Fund,Govt/Agency-Short Term,3097583984,100800000
THC US Equity,TENET HEALTHCARE,3.10B,1408,3.10B,29.45,7.12,-22.56,"Consumer, Non-cyclical",Healthcare-Services,Medical-Hospitals,3094227558,105389222
LCII US Equity,LCI INDUSTRIES,3.22B,1384,3.22B,128.1,29.68,21.14,"Consumer, Cyclical",Home Builders,Bldg-Mobil Home/Mfd Hous,3093885543,25153541
BLDR US Equity,BUILDERS FIRSTSO,3.10B,1411,3.10B,26.53,12.43,4.41,Industrial,Building Materials,Bldg&Construct Prod-Misc,3091423000,116701510
QLD US Equity,PRO ULTRA QQQ,3.04B,1427,3.04B,176.44,--,44.77,Funds,Equity Fund,Growth&Income-Large Cap,3084856445,17050000
COHR US Equity,COHERENT INC,3.13B,1397,3.13B,129.18,--,-22.34,Industrial,Electronics,Lasers-Syst/Components,3084731439,24252940
ACWX US Equity,ISHARES MSCI ACW,3.07B,1416,3.07B,46.29,--,-4.65,Funds,Equity Fund,International Equity,3078968018,66400000
SLQT US Equity,SELECTQUOTE INC,3.07B,1417,3.07B,18.97,--,--,Financial,Insurance,Insurance Brokers,3077764361,161817264
VG US Equity,VONAGE HOLDINGS,3.13B,1400,3.13B,12.74,--,72,Communications,Telecommunications,Telecom Services,3076763089,245551723
PNFP US Equity,PINNACLE FINL,3.10B,1412,3.10B,40.84,10.29,-35.77,Financial,Banks,Commer Banks-Southern US,3068384000,75800000
SYNA US Equity,SYNAPTICS INC,2.81B,1496,2.81B,82.7,22.95,25.74,Technology,Semiconductors,Electronic Compo-Semicon,3052662471,34035706
DNP US Equity,DNP SELECT INC,3.05B,1421,3.05B,10.89,--,-11.2,Financial,Closed-end Funds,Closed-end Funds,3052502197,279789384
NJR US Equity,NEW JERSEY RES,2.98B,1443,2.98B,31.13,18.21,-28.64,Utilities,Gas,Gas-Distribution,3043956716,95752020
HHC US Equity,HOWARD HUGHE,3.10B,1409,3.10B,56.47,--,-55.47,Financial,Real Estate,Real Estate Oper/Develop,3041423534,54958864
AY US Equity,ATLANTICA SUSTAI,3.05B,1422,3.05B,30.01,184.68,17.4,Energy,Energy-Alternate Sources,Energy-Alternate Sources,3040937744,101601662
GRA US Equity,WR GRACE & CO,3.04B,1426,3.04B,45.95,12.75,-33.5,Basic Materials,Chemicals,Chemicals-Specialty,3040705249,66188621
APAM US Equity,ARTISAN PARTNE-A,3.06B,1419,3.06B,38.91,15.31,27.45,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,3038499117,61354644
BPOP US Equity,POPULAR INC,3.08B,1414,3.08B,36.58,7.25,-36.09,Financial,Banks,Commer Banks-Southern US,3038234015,84184927
OFC US Equity,CORP OFFICE PROP,3.04B,1425,3.04B,27.12,33.59,-5.54,Financial,REITS,REITS-Office Property,3037920839,112183192
UNVR US Equity,UNIVAR SOLUTIONS,3.13B,1399,3.13B,18.53,15.82,-23.56,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale,3035150018,168900947
CBU US Equity,COMMUNITY BANK S,3.04B,1429,3.04B,56.81,18.08,-18.76,Financial,Banks,Commer Banks-Eastern US,3034835866,53458444
VVNT US Equity,VIVINT SMART HOM,2.99B,1442,2.99B,16.78,--,63.15,"Consumer, Non-cyclical",Commercial Services,Protection-Safety,3031438731,177901334
TMHC US Equity,TAYLOR MORRISON,3.05B,1420,3.05B,23.57,7.22,7.82,"Consumer, Cyclical",Home Builders,Bldg-Residential/Commer,3028373814,129694810
ALE US Equity,ALLETE INC,3.00B,1438,3.00B,57.83,18.55,-27.33,Utilities,Electric,Electric-Integrated,3022048678,51880664
TWOU US Equity,2U INC,3.13B,1401,3.13B,48.53,--,102.31,"Consumer, Non-cyclical",Commercial Services,Schools,3019749426,71203712
INDA US Equity,ISHARES MSCI IND,3.01B,1434,3.01B,32.53,--,-7.2,Funds,Equity Fund,Country Fund-India,3017996094,91900000
COTY US Equity,COTY INC-CL A,3.01B,1433,3.01B,3.95,24.29,-64.5,"Consumer, Non-cyclical",Cosmetics/Personal Care,Cosmetics&Toiletries,3014226538,763095326
SATS US Equity,ECHOSTAR CORP-A,2.93B,1459,2.93B,29.92,--,-30.92,Communications,Telecommunications,Satellite Telecom,3013303631,50306575
ENSG US Equity,ENSIGN GROUP INC,2.62B,1553,2.62B,48.68,21.89,7.57,"Consumer, Non-cyclical",Healthcare-Services,Medical-Nursing Homes,3009007141,53770678
RPD US Equity,RAPID7 INC,3.07B,1415,3.07B,60.88,--,8.68,Technology,Computers,Computer Data Security,3008855419,50501098
DCP US Equity,DCP MIDSTREAM LP,2.60B,1560,2.60B,12.49,36.9,-43.05,Energy,Pipelines,Pipelines,3008284160,208329928
VLY US Equity,VALLEY NATL BANC,3.03B,1430,3.03B,7.49,8.12,-32.64,Financial,Banks,Commer Banks-Eastern US,3008277958,403795699
